title,company,location,link 
[솔루션운영팀] Global 솔루션 운영 담당자,심플렉스,서울 동작구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6a467cd4eb8458b8
데이터 사이언티스트 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0064deb5fa9cbce0
ITO/IDC 시스템 운영 담당자 채용,한화그룹,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0cbc540d5aca8347
"[SM그룹] 그룹본부 광고디자이너, 영상디자인, 마케팅 전략/기획",에스엠상선,서울 강서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a69188562be996e7
온라인 회원관리 경력사원,LG전자,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=02677c1b12db8db6
외국계 공구회사 영업지원 (사원-과장급),풀림,경기도 부천,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e1856ce4b127282d
[데이터 플랫폼]데이터 엔지니어 (전문연구요원 가능),버즈니,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ceb8243bc8ae3c35
[고객서비스] 상담 챗봇 서비스 기획 담당자,한국카카오은행,서울 용산구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7eddd5d5a52972c7
[퍼포먼스바이TBWA] 퍼포먼스 마케터 (중간관리자),퍼포먼스바이티비더블유에이,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e1f6c4cbe138a2f1
기술영업 / 부설연구소 R&D 연구원,이노링크,서울 가산동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e043a8149b420977
Entrue컨설팅 경력,LG CNS,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=277ab0de3b5c7cf2
이커머스 마케팅 기획 경력사원,LG전자,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cfc83a74d1a36ad1
2018 시지온 CS 및 서비스 데이터 분석/운영 담당자,시지온,서울 동교동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=416306e0ad335035
[틱톡] 하반기 각 부문별,바이트댄스,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=34f896f776c93cb1
Market Research Analyst,Toss,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=aa8eef1f2fdb6510
[울산] 유전체 메디컬 이미지 데이터 분석가 (연구원),시니어앤파트너즈,울산 남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=407655a107d1e4c4
Quantitative Researcher,자산운용: Quantitative Research,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7453bfdc26273cd9
IT운영 경력사원 [Legacy운영],SK케미칼,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=07fb7c8673c23569
경험최적화 - 데이터 사이언티스트/분석가,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1b62babbbf2d717a
유명대기업) 데이터엔지니어 초빙 (5년 이상~),에이치알니즈,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4d1b001be3234c14
[정규직] SKT 무선 환경 Simulation 사업 위한 전파 분석 전문인력,SK 씨앤씨,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e1906efb0320efe4
데이터 사이언스 및 엔지니어링,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=46975ee759c13b8a
CPLB_Legal Compliance,Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e55d33b483de1c8c
Data Scientist,LG전자,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b9d4aeb1079d76b4
BI기획팀 BI기획 담당자,게임빌,서울 금천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2e5062f00e1dcdaa
이커머스 마케팅 오퍼레이션 경력사원,LG전자,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=58d804157de80fc1
[Forest] 네이버 쇼핑 신사업 데이터 비즈니스 전략 기획 담당자,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5fc498192d5cc729
2020년 하반기 영업/기획/마케팅/개발 부문,아우토크립트,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4e91309fc89e9534
"유전공학, 생명과학·생명공학 신입/경력 정규직",큐라미스,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a738d50df73a4674
브랜드 마케팅 경력직,한국카처,서울 양천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=25d88ca076ffa977
내비 주행품질 R&D 엔지니어 영입,카카오모빌리티,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d069e449037f7c43
[LINE FRIENDS] 네이버 선물하기 서비스 기획 및 프로젝트 관리,라인프렌즈,서울 용산구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=65b821214ed05966
카카오내비 기술 기획자 영입,카카오모빌리티,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cc80db722c7aae13
2021년 제1차 위촉직(기간제) 공개채용 공고,국토연구원,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=908d468a1054cfc3
[교원그룹] 스마트테크부문 경력직 수시 (Data Scientist/Data Engineer),교원그룹,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b3d61cb0fff615d2
"전기 메트로닉스 경력자 (식품포장기계,식품 자동화 포장기계)",크리텍,경기도 시흥,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9deb7fdd81a71250
게임이상탐지 분석/개발,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4ec305f59ce64060
서울특별시 지방계약직공무원(통계분석 전문요원),서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=513e2665c7f64a1c
UX Researcher,Toss,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d49abacba3f2e0de
국토연구원 2020년 제1차 연구직 공개채용 공고,국토연구원,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f51e0b3d2ef8300a
서울특별시 임기제공무원(환경7급) (공기질측정요원),서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1ecbc4de1209e05c
IT운영 경력사원 [제약관련 시스템 운영],SK케미칼,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6206959c97be65fc
서울특별시 지방전임계약직공무원 (전산전문 요원),서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=433d8839c0028865
폴리싱팀 신입 담당자 의 건 (계약직),게임빌,서울 금천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4d185e33ec5732c4
컨설팅 / 모의해킹 신입 및 경력직 컨설턴트,SK인포섹,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=92fecb92c72334bd
서울특별시 시간선택제임기제공무원,서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a522a50ca1dcc129
인재 Pool 등록,S&I Corp.,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3136b2f52a5fe976
[스탁키퍼] 컨텐츠 마케터 (디자인/영상),STOCKEEPER,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3439922e50acc8a5
[연말인기과정] 자바·파이썬 개발자 양성 참여자 / 4차산업유망분야·취업연계,한국직업전문학교,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cc655f01166e576d
"IT기술지원, H/W 엔지니어 외 신입/경력 계약직",다화테크놀로지코리아유한책임회사,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b0d92ca2e8db7571
UX 분석,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ff01d5096cfbffe0
데이터 사이언티스트를 지향하는 데이터 엔지니어 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=385c58c7ced1d77b
11번가 서비스기획 상품운영플랫폼 기획,십일번가,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=837b8cc3b5bcb480
[경기중기청 박람회]2020년 하반기 MEKICS 정규직,멕아이씨에스,경기도 파주,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0475cb12ed9c1d15
해외사업부 경력사원 .(고객서비스),kgb해외통운,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=11ed299d536efb2c
데이터 엔지니어(신입/경력),쏘카,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=05aa5498d84c58e1
인공지능(AI) 및 데이터 전문가(분석/설계/구축/개발),좋은정보기술,전주 덕진구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2622bc585049e769
한국수입자동차협회 직원,한국수입자동차협회,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0ec7cdcf12150053
[KSTEC] 2021년 경력 사원 (SW개발자),지식시스템,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7dc860cc05850a5b
"데이터사이언스, mSQL 외 경력 정규직",에임즈인터내셔널코리아,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=21b3c46baa6219c5
[카카오커머스] 기술직군,카카오커머스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=52f8fb3f7e662c5d
(룰루랩) 생산관리 정규직 경력자,룰루랩,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5f2b96029c040d8f
각 분야별 인재 Pool 등록,지투알,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e631d46f39019d13
한국보건복지정보개발원 인력,서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3dbaa2a79cca59cc
서울특별시 일반임기제공무원,서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d977d5b294acda2b
[유명 저축은행] Data Science 데이터사이언스(챗봇) 경력 / 대리~부장,제이엔커리어,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9a6959044b29735d
기술연구원,청수인더스트리,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ec62534448fa99bd
[SK 바이오팜] Digital Healthcare 경력직,SK바이오팜,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9af627c9651d089c
빅데이터 활용 분석 플랫폼 개발자 모집,카카오,제주도,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=21f768a07fbf96f0
[삼성엔지니어링]화공플랜트 설계/사업분야 경력,삼성엔지니어링,서울 강동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1381a55523bb2ce5
모비젠 UIUX기획자 / 데이터 분석가 경력,모비젠,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=68e258228ed5ec5d
[서비스기획] 서비스/플랫폼 기획 및 운영 담당자,한국카카오은행,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=542c57b167c7c958
(식품대기업) 온라인몰(이커머스) 기획,화인크루,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=47c04f05410b97a6
[E&M부문] 콘텐츠운영지원/방송제작지원 직군(고졸이상) 신입사원 - 회계/정산,CJ ENM,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c720bd9e4add67c1
신한AI 인공지능(AI) 인력,신한에이아이,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a2b8aae664300392
연구원(신입/경력/병역특례),파로스아이바이오,안양 동안구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=be23ebde556899f3
모바일 서비스 기획자,이베이 코리아,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bc4adab08459f06d
소프트웨어 개발 (로봇 임베디드 자율주행),자이트론,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ae0e2216780380b7
코스피 중견 식품 제조기업 SCM 팀장 (경력 15년이상),인파트너스,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1797bc66ead8fa00
[신입/경력] 데이터베이스관리 담당자 (상시),다나와,서울 양천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1e5b50e5d99ce8ba
가톨릭대학교 2020-2/2021-1학기 교수 초빙공고,카톨릭 대학교,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9f7e21316bc0f0dd
NAVER Z ZEPETO Product Manager,네이버제트,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=28f0b131a4e57ad0
구매/자산관리 업무담당자,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b879cfbededd8bca
2020년 하반기 개발부문,모디엠,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5420a9822ef195e6
[2021년 1월] 특별 금융/보험영업 (첫 월 300만원 지원),MetLife,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=edb54306e9b85ca6
IT보안 데이터 분석 및 컨설팅(신입/경력),이너버스,서울 양평동5가,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dc4d1a251e0d777d
[패션/화장품기업] 퍼포먼스 마케팅 (3년이상),이노서치,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=50407d9927ad6c92
서울여자대학교 성과환류데이터센터 전임연구원,서울여자대학교,서울 노원구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=388ea171c7a4592a
[신용리스크정책] 가계여신 신용리스크관리 담당자,한국카카오은행,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0dc377b402436de6
UX 디자이너,RIDI Corp,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ae7f70d2eaa8dd03
[플레디스엔터테인먼트] 콘텐츠기획 (사진콘텐츠제작),플레디스엔터테인먼트,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ad0925babea550ca
[패션전문기업] 스타일디자인 경력,매치스 컨설팅,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=58c89ffed52669d4
신용 리스크 관리,네이버파이낸셜,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=23cfd8b44fca35d5
카카오톡 안티어뷰징을 위한 데이터/백엔드 엔지니어 및 머신러닝 전문가 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9ab2041ab3380a21
모바일 게임 마케팅 전략,유명 모바일 게임기업,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73a2d08e9358adc7
2021년 상반기 경력사원,한화정밀기계,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=debcbd9180d6287c
영업지원 담당자,(주)이공이공,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=06c443ff86972a9a
"(각 부문별) 이커머스 마케팅, MD, 물류, 개발자 등 정규직",아이비엘글로벌,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=43a368b647dcb744
웹기획 경력인재 - 식품 우량대기업,에스에프인촌,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2177ea0f7e862698
비즈니스 분석가,쏘카,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a815fa19fa00ff58
[여신] 보고서 작성 담당자,한국카카오은행,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=76bfec801612f410
광고 수익화 담당자 [인턴],쿡앱스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=56bf5590ec791cb7
센서 융합 자율주행 연구원,모빌테크,성남 중원구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bca7da98d71b275f
"[Search] 파파고 머신러닝(자연어처리, 컴퓨터비전) 엔지니어 (신입)",네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c6f624615d1e3da4
국내 대기업 계열사 - 모바일웹 및 App 서비스 기획 경력자(대리과장급),라피플코리아리미티드,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e683158fa5aec8de
빅데이터인공지능학과 석사과정 / 등록금 2년 전액무료 · 연구활동비 지급 · 정규직 취업처 연계,남서울대학교,천안 서북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2b7e1a373af1d5ab
AI부문 영업기획팀 팀원(대리~과장급),이지스자산운용,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9bac907c094abff1
데이터 사이언스 전문가 및 머신러닝 전문가 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=85929aac498299cc
[LSK Global PS] STAT부서 경력 및 신입,엘에스케이글로벌파마서비스,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3e87735ac50abb2f
[전문연구요원] 빅데이터 엔지니어(신입/경력),웹젠,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=03452de7c4b35855
[조종실] 게임보안 데이터분석가,네오플,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cd35c67c0c0f39db
"카피라이터, 광고기획(AE) 외 경력 정규직",에프컴퍼니,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=17edd832039022da
Data Engineer(신입),PUBG,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=210243e0776dc26f
오송첨단의료산업진흥재단 실험동물센터 2021년도 육아휴직 대체인력 기간제 근로자,오송첨단의료산업진흥재단,청주 흥덕구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1de2619546e8270a
[기술연구소] 딥러닝 연구 담당자,한국카카오은행,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=837fcd6ec5fc194f
웹 개발자,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5c584f0e80a5553b
빅데이터 자바 직업훈련교사,한국직업전문학교,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a9e0e9db8d7bb529
[고려대학교 교수학습개발원] 강의제작 운영 지원 직원(프로젝트),고려대학교,서울 성북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=be2ab724d59a0c39
[NAVER Cloud] 구매 경력사원,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d975c308f3e0d433
상품 최저가 검색작업 및 가격 수정,혜성코리아,인천,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bea2a9cffba048d9
서울특별시 일반임기제공무원 (주택정책과),서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d9058cd338ac202b
"2020년 하반기 SW Test (QA,테스터,검증) 신입/경력",인피닉,서울 금천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b3348a5c57c10b05
데이터프로덕트 서비스기획 경력직,우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7f8dfa642aec3d26
"서비스팀, MD마케팅 신입/경력 정규직",일삼헤르츠,서울 강서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=107ad1badd700ae5
